KG id,KG name,KG SPARQL endpoint,RDF dump link,Ontology,F1-M Unique and persistent ID,F1-D URIs dereferenceability,F2a-M - Metadata availability via standard primary sources,F2b-M Metadata availability for all the attributes covered in the FAIR score computation,F3-M Data referrable via a DOI,F4-M Metadata registered in a searchable engine,F score,A1-D Working access point(s),A1-M Metadata availability via working primary sources,A1.2 Authentication & HTTPS support,A2-M Registered in search engines,A score,I1-D Standard & open representation format,I1-M Metadata are described with VoID/DCAT predicates,I2 Use of FAIR vocabularies,I3-D Degree of connection,I score,R1.1 Machine- or human-readable license retrievable via any primary source,"R1.2 Publisher information, such as authors, contributors, publishers, and sources",R1.3-D Data organized in a standardized way,R1.3-M Metadata are described with VoID/DCAT predicates,R score,FAIR score
data-open-ac-uk,"data.open.ac.uk, Linked Data from the Open University",http://data.open.ac.uk/query,[],False,1,1.0,1,0.67,0,1,0.78,1.0,1,1.0,1,1.0,1,1,0.19,1,0.8,1,1,1,1,1.0,3.58
data-persee-fr,Persée in RDF,https://data.persee.fr/sparql,[],False,1,1.0,1,0.56,0,1,0.76,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1,1.0,3.51
data-szepmuveszeti-hu,data-szepmuveszeti-hu,http://data.szepmuveszeti.hu/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
datahub,datahub,,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,2.07
datos-artium-org,datos-artium-org,http://datos.artium.org/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
datos-bne-es,datos.bne.es,http://datos.bne.es/sparql,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,1.0,1,1.0,1,0,0.0,1,0.5,1,1,1,0,0.75,2.84
dcs-sheffield,data.dcs,,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
deutsche-biographie,Deutsche Biographie,http://ndb.publink.lod2.eu/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
deutsche-nationalbibliografie-dnb,Deutsche Nationalbibliografie (DNB),,"['https://data.dnb.de/opendata/dnb-all_lds.rdf.gz', 'https://data.dnb.de/opendata/dnb-all_lds.ttl.gz', 'https://data.dnb.de/opendata/dnb-all_lds.jsonld.gz', 'https://data.dnb.de/opendata/dnb-all_lds.nt.gz', 'https://data.dnb.de/opendata/dnb-all_lds.hdt.gz']",False,1,0.0,1,0.67,0,1,0.61,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.61
dev8d,dev8d,,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,2.06
dm2e,DM2E,,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.32
doi,CrossRef DOI Resolver,,['http://www.crossref.org/titleList/'],False,1,0.0,1,0.67,0,1,0.61,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.61
dutch-ships-and-sailors,Dutch Ships and Sailors,http://semanticweb.cs.vu.nl/dss/sparql/,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
dws-group,DWS-Group,,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,2.07
ecs,"School of Electronics and Computer Science, University of Southampton",,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
eprints-harvest-rkbexplorer,ePrints Harvest (RKBExplorer),http://foreign.rkbexplorer.com/sparql/,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
eur-lex-rdf,EUR-Lex as Linked Data,http://eur-lex.publicdata.eu/sparql,[],False,1,0.0,1,0.56,0,1,0.59,0.5,1,0.0,1,0.62,1,0,0.0,1,0.5,0,1,1,0,0.5,2.21
europeana-lod-v1,Europeana Linked Open Data V1.0,,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,1,0.79,1,0.95,1,1,1,1,1.0,3.06
freeyork-org,Freeyork,,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
fu-berlin-project-gutenberg,Project Gutenberg in RDF (FU Berlin),http://www4.wiwiss.fu-berlin.de/gutendata/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
geospatialworld-net,Geospatial World ,,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
german-labor-law-thesaurus,German labor law thesaurus,http://vocabulary.wolterskluwer.de/PoolParty/sparql/arbeitsrecht,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
gesis-thesoz,TheSoz Thesaurus for the Social Sciences (GESIS),http://lod.gesis.org/thesoz/sparql,['http://www.etracker.de/lnkcnt.php?et=qPKGYV&url=http://www.gesis.org/fileadmin/upload/dienstleistung/tools_standards/thesoz_skos_turtle.zip&lnkname=fileadmin/upload/dienstleistung/tools_standards/thesoz_skos_turtle.zip'],False,1,0.0,1,0.78,0,1,0.63,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.63
gutenberg,Project Gutenberg,,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
hebis-bibliographic-resources,HeBIS - Bibliographic Resources of the Library Union Catalogues of Hessen and parts of the Rhineland Palatinate,http://lod.hebis.de/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
hungarian-national-library-catalog,Hungarian National Library (NSZL) catalog,http://setaria.oszk.hu/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
idreffr,IdRef: Sudoc authority data,,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
isil-dbpedia,ISIL->DBpedia,,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
ISSN:0080-3626,Pierwszy polski podręcznik bibliotekarski,,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0,0.75,2.07
italian-public-schools-linkedopendata-it,Italian public schools (LinkedOpenData.it),http://sparql.linkedopendata.it/scuole,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
jita,JITA Classification System of Library and Information Science,http://202.73.13.50:55824/catalogs/performance/repositories/jita,[],False,1,0.0,1,0.78,0,1,0.63,0.0,1,0.0,1,0.5,1,1,1.0,1,1.0,1,1,1,1,1.0,3.13
jp-textbook,Japanese Textbook LOD,,"['https://w3id.org/jp-textbook/all-20170611.ttl', 'https://jp-textbook.github.io/all-20170707.ttl', 'https://w3id.org/jp-textbook/all-textbook-20221007.ttl.gz', 'https://w3id.org/jp-textbook/all-teachingUnit-20221007.ttl.gz']",False,1,0.0,1,0.67,0,1,0.61,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.61
l3s-dblp,DBLP in RDF (L3S),http://dblp.l3s.de/d2r/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
lcsh,Library of Congress Subject Headings,,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
libris,LIBRIS,http://libris.kb.se/sparql,[],False,1,0.2,1,0.56,0,1,0.63,1.0,1,1.0,1,1.0,1,0,0.0,1,0.5,1,1,1,0,0.75,2.88
libver,Public Library of Veroia,http://libver.math.auth.gr/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
linkedlccn,LinkedLCCN,http://api.talis.com/stores/rsinger-dev4/services/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
lista-encabezamientos-materia,Lista de  Encabezamientos de Materia as Linked Open Data,http://id.sgcb.mcu.es/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
lobid-resources,lobid-Bibliographic Resources,http://lobid.org/sparql/,['http://lobid.org/download/dumps/DE-605/enrich/'],False,1,0.0,1,0.78,0,1,0.63,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.63
makg,Microsoft Academic Knowledge Graph,http://ma-graph.org/sparql,['https://zenodo.org/record/3936556'],False,1,0.0,1,0.67,0,1,0.61,1.0,1,1.0,1,1.0,1,0,0.0,1,0.5,1,1,1,0,0.75,2.86
mismuseos-gnoss,"Mis Museos, índice semántico de museos, artistas y obras de arte (GNOSS)",,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
morelab,MORElab,http://apps.morelab.deusto.es/labman/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
msc,Mathematics Subject Classification,http://sparql.msc2010.org,[],False,1,0.0,1,0.67,0,1,0.61,0.5,1,0.0,1,0.62,1,0,0.0,1,0.5,1,1,1,0,0.75,2.48
multimedia-lab,Multimedia Lab,,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.32
ntnusc,NTNU special collections,http://api.talis.com/stores/gunnbib-digitalmanuskripter/sparql,['http://www.ntnu.no/ub/data/ntnusc'],False,1,0.0,1,0.78,0,1,0.63,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.63
nvd,Norsk inndeling av vitenskapsdisipliner,http://api.talis.com/stores/nvd/services/sparql,[],True,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
oclc-fast,Faceted Application of Subject Terminology,,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
open-library,Open Library,,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
opendataec,Open Data of Ecuador,http://data.utpl.edu.ec/ecuadorresearch/lod/sparql,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
oreilly,oreilly,,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,2.06
periodo,PeriodO Period Gazetteer,,"['http://n2t.net/ark:/99152/p0/.well-known/void', 'http://n2t.net/ark:/99152/p0v']",False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.59
planetdata-project-wiki,PlanetData Project Wiki,,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,2.07
princeton-library-findingaids,Princeton Library FindingAids,,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,2.07
printed-book-auction-catalogues,English Language Books listed in Printed Book Auction Catalogues from 17th Century Holland,http://api.talis.com/stores/pbac/services/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
psh-subject-headings,Polythematic Structured Subject Heading System,,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
radatana,Rådata nå!,http://data.bibsys.no/data/query_authority.html,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
rdf-book-mashup,RDF Book Mashup,,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
reload,Repository for Linked Open Archival Data,http://lod.xdams.org/sparql,[],False,1,0.979,1,0.44,0,1,0.74,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1,1.0,3.49
rism-authorities,RISM Authority data,http://data.rism.info/sparql,['https://opac.rism.info/fileadmin/user_upload/lod/update/rismAuthoritiesRDF.ttl.gz'],False,1,0.0,1,0.56,0,1,0.59,1.0,1,1.0,1,1.0,1,0,0.0,1,0.5,1,1,1,0,0.75,2.84
rkb-explorer-acm,Association for Computing Machinery (ACM) (RKBExplorer),http://acm.rkbexplorer.com/sparql/,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,2.09
rkb-explorer-budapest,Budapest University of Technology and Economics (RKBExplorer),http://budapest.rkbexplorer.com/sparql/,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,2.09
rkb-explorer-citeseer,CiteSeer (Research Index) (RKBExplorer),http://citeseer.rkbexplorer.com/sparql/,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,2.09
rkb-explorer-courseware,Resilient Computing Courseware (RKBExplorer),http://courseware.rkbexplorer.com/sparql/,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,2.09
rkb-explorer-curriculum,ReSIST MSc in Resilient Computing Curriculum (RKBExplorer),http://curriculum.rkbexplorer.com/sparql/,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,2.09
rkb-explorer-darmstadt,Technische Universität Darmstadt (RKBExplorer),http://darmstadt.rkbexplorer.com/sparql/,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,2.09
rkb-explorer-dblp,DBLP Computer Science Bibliography (RKBExplorer),http://dblp.rkbexplorer.com/sparql/,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,2.09
rkb-explorer-deepblue,Deep Blue (RKBExplorer),http://deepblue.rkbexplorer.com/sparql/,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
rkb-explorer-deploy,DEPLOY (RKBExplorer),http://deploy.rkbexplorer.com/sparql/,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,2.09
rkb-explorer-dotac,dotAC (RKBExplorer),http://dotac.rkbexplorer.com/sparql/,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,2.09
rkb-explorer-eprints,ePrints3 Institutional Archive Collection (RKBExplorer),http://eprints.rkbexplorer.com/sparql/,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,2.09
rkb-explorer-epsrc,epsrc,http://epsrc.rkbexplorer.com/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
rkb-explorer-era,ERA - Australian Research Council publication ratings (RKBExplorer),http://era.rkbexplorer.com/sparql/,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,2.09
rkb-explorer-eurecom,Institut Eurécom (RKBExplorer),http://eurecom.rkbexplorer.com/sparql/,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,2.09
rkb-explorer-ft,France Telecom Recherche et Développement (RKBExplorer),http://ft.rkbexplorer.com/sparql/,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,2.09
rkb-explorer-fun,fun,http://fun.rkbexplorer.com/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
rkb-explorer-gdlc,gdlc,http://gdlc.rkbexplorer.com/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
rkb-explorer-ibm,IBM Research GmbH (RKBExplorer),http://ibm.rkbexplorer.com/sparql/,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,2.09
rkb-explorer-ieee,IEEE Papers (RKBExplorer),http://ieee.rkbexplorer.com/sparql/,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,2.09
rkb-explorer-irit,Université Paul Sabatier - Toulouse 3 (RKB Explorer),http://irit.rkbexplorer.com/sparql/,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,2.09
rkb-explorer-italy,Diverse Italian ReSIST Partner Institutions (RKBExplorer),http://italy.rkbexplorer.com/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
rkb-explorer-jisc,UK JISC (RKBExplorer),http://jisc.rkbexplorer.com/sparql/,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,2.09
rkb-explorer-kaunas,"Vytautas Magnus University, Kaunas (RKBExplorer)",http://kaunas.rkbexplorer.com/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
rkb-explorer-kisti,Korean Institute of Science Technology and Information (RKBExplorer),http://kisti.rkbexplorer.com/sparql/,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,2.09
rkb-explorer-laas,LAAS-CNRS (RKBExplorer),http://laas.rkbexplorer.com/sparql/,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,2.09
rkb-explorer-lisbon,Fundação da Faculdade de Ciencas da Universidade de Lisboa (RKBExplorer),http://lisbon.rkbexplorer.com/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
rkb-explorer-newcastle,University of Newcastle upon Tyne (RKBExplorer),http://newcastle.rkbexplorer.com/sparql/,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
rkb-explorer-notube,notube,http://notube.rkbexplorer.com/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
rkb-explorer-nsf,National Science Foundation (RKBExplorer),http://nsf.rkbexplorer.com/sparql/,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,2.09
rkb-explorer-oai,Open Archive Initiative Harvest over OAI-PMH (RKBExplorer),http://oai.rkbexplorer.com/sparql/,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,2.09
rkb-explorer-os,Ordnance Survey (RKBExplorer),http://os.rkbexplorer.com/sparql/,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,2.09
rkb-explorer-photos,photos,http://photos.rkbexplorer.com/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
