KG id,KG name,KG SPARQL endpoint,RDF dump link,Ontology,F1-M Unique and persistent ID,F1-D URIs dereferenceability,F2a-M - Metadata availability via standard primary sources,F2b-M Metadata availability for all the attributes covered in the FAIR score computation,F3-M Data referrable via a DOI,F4-M Metadata registered in a searchable engine,F score,A1-D Working access point(s),A1-M Metadata availability via working primary sources,A1.2 Authentication & HTTPS support,A2-M Registered in search engines,A score,I1-D Standard & open representation format,I1-M Metadata are described with VoID/DCAT predicates,I2 Use of FAIR vocabularies,I3-D Degree of connection,I score,R1.1 Machine- or human-readable license retrievable via any primary source,"R1.2 Publisher information, such as authors, contributors, publishers, and sources",R1.3-D Data organized in a standardized way,R score,FAIR score,R1.3-M Metadata are described with VoID/DCAT predicates
ASCDC-IHP-WCD,Database of the Han Wooden Slips Character Dictionary (WCD),,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0.75,2.32,0
ASCDC-Linked-Taiwan-Artists,Linked Taiwan Artists (LTA),,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0.75,2.32,0
ASCDC-Qing-Secret-Societies,Dataset of the Qing Secret Societies (Sect of the Shifokou Wangs' Clan),,['https://lod-cloud.net/dataset/ASCDC-Qing-Secret-Societies'],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.59,0
ASCDC_-_CCP_Archive,"Dataset of the Chen Cheng-po’s Paintings and Documents (CCP) in the Taiwan Archive Information System (TAIS- ITH/ASCDC) at the Institute of Taiwan History, Academia Sinica",,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0.75,2.32,0
ASCDC_-_DNB,Database of Names and Biographies (DNB),,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0.75,2.32,0
athelia-rfid,"Athelia RFID, a global knowledge network of RFID technology",,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.59,0
AVsOnto,AVsOnto,,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.06,0
biblioteca-escolar-digital-cita,Biblioteca Escolar Digital CITA,,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.59,0
ce4r,CE4R Knowledge Centre Corporate Excellence – Centre for Reputation Leadership,,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.59,0
dbacademic,dbacademic,http://sparql.dbacademic.tech/ds/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.07,0
dblp-deusto-gnoss,DBLP Research Groups (University of Deusto-GNOSS),,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.59,0
deustoentrepreneurship,Deusto Entrepreneurship: sharing business knowledge,,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.59,0
deustotech,DeustoTech (Deusto Institute of Technology),,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.59,0
didactalia,"Didactalia, índice de recursos educativos para profesores, padres y alumnos (GNOSS)",,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.59,0
E1,E1 - Nuvem dados,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.04,0
elviajero,El Viajero's tourism dataset,http://webenemasuno.linkeddata.es/sparql,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,0,1,1,0.5,2.34,0
english-heritage-periods-list,English Heritage Periods List,http://heritagedata.org/live/sparql,[],False,1,0.0,1,0.67,0,1,0.61,1.0,1,1.0,1,1.0,1,0,0.0,1,0.5,1,1,1,0.75,2.86,0
esislearning,Dataset Esis,,['http://www.esisalama.org'],False,1,0.0,1,0.33,0,1,0.56,1.0,1,0.0,1,0.75,1,0,0.0,0,0.25,1,1,1,0.75,2.31,0
famedata,FAMEData,,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.06,0
fatimazahra,I4.0-Onto,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.04,0
FHIR_STU3,FHIR STU3,,['http://hl7.org/fhir/STU3/fhir.ttl'],False,1,0.0,1,0.44,0,1,0.57,1.0,1,0.0,1,0.75,1,0,0.0,0,0.25,1,1,1,0.75,2.32,0
file:C:UsersaDesktopurn_webprotege_ontology_c0b8701e-374c-4d5a-bc60-970f0cba1976.owl,Vocabularios de los Códigos de Derecho de la Ciberseguridad en España,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.04,0
flickr-wrappr,flickr? wrappr,,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.06,0
garnicaplywood,Garnica Plywood Catalogue,,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.59,0
gnoss-com-a-social-and-semantic-platform,"GNOSS.com, a Social and Semantic Platform",,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.59,0
greekchildrensartmuseum,Greek Children Art  Museum dataset,http://ct-linkdata.aegean.gr/gcam/sparql,"['https://www.childrensartmuseum.gr/LD-project/children_artworks.ttl', 'https://www.childrensartmuseum.gr/LD-project/children_artworks.rdf']",False,1,0.0,1,0.78,1,1,0.8,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.8,0
green-competitiveness-gnoss,Green Competitiveness (GNOSS),,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.59,0
http:www.atif-sajjad.comSemster-Project#,Pakistan Stock Market Data,,[],False,1,0.0,1,0.11,0,1,0.52,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,0,1,1,0.5,1.77,0
http:www.fateh_fahad_adeel.comgrandSlam,Grand Slam Knowledge Graph,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.04,0
https:www.childrensartmuseum.grLD-project,Greek Children Art  Museum dataset,,['https://www.childrensartmuseum.gr/LD-project/children_artworks.ttl'],False,1,0.0,1,0.56,1,1,0.76,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.76,0
https:www.luigiusai.itlinked-dataluigiusai,Writer Luigi Usai,,['https://www.luigiusai.it/linked-data/luigiusai'],False,1,0.0,1,0.33,0,1,0.56,1.0,1,0.0,1,0.75,1,0,0.0,0,0.25,1,1,1,0.75,2.31,0
ichoose,ichoose,http://ichoose.tw.rpi.edu/sparql,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,0,1,1,0.5,2.34,0
iconology-dataset,The Iconology Dataset,https://projects.dharc.unibo.it/icondataset/sparql,"['https://github.com/SofiBar/IconologyDataset/blob/main/data/icondataset.ttl', 'https://raw.githubusercontent.com/SofiBar/IconologyDataset/main/data/icondataset.ttl']",False,1,0.952,1,0.67,0,1,0.77,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1.0,3.52,1
Imtiaz,MD Imtiaz Ahammad,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.04,0
ineverycrea,"IneveryCREA, la comunidad de la creatividad educativa",,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.59,0
ineverycrea-argentina,"IneveryCREA Argentina, la comunidad de la creatividad educativa",,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.59,0
interactivemaps-gnoss,"Interactive Maps, a collection of interactive flash maps (GNOSS)",,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.59,0
john-goodwins-family-tree,John Goodwin's Family Tree,http://api.talis.com/stores/jgoodwin-genealogy/services/sparql,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.06,0
KG:Course_Submission,EU Soccer League,,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.06,0
klappstuhlclub,Klappstuhlclub,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
linkedmarkmail,LinkedMarkMail,,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.06,0
Location_Ontology,Location Ontology,,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.06,0
lotico,Lotico,,[],False,1,0.0,1,0.44,0,1,0.57,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,0,1,1,0.5,2.32,0
miguiadeviajes-gnoss,"Mi Guía de Viajes, colección de guías de viaje para viajeros (GNOSS)",,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.59,0
museosespania-gnoss,"Museos de España, colección de museos públicos y privados españoles (GNOSS)",,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.59,0
my-experiment,myExperiment,http://rdf.myexperiment.org/sparql/,[],False,1,0.0,1,0.67,0,1,0.61,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.61,0
my-family-lineage,My Family Lineage,http://futurewavehosting.com:3030/my-family-lineage/sparql,[],False,1,0.0,1,0.67,0,1,0.61,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.61,0
myopenlink-dataspaces,myopenlink dataspaces,,[],False,1,0.0,1,0.44,0,1,0.57,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,0,1,1,0.5,2.32,0
newborn-photography-maternity-photoshoot-shivani-goyal,Shivani Goyal Photography,,['https://shivanigoyalphotography.com/rdf/'],False,1,0.0,1,0.44,0,1,0.57,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.57,0
open-data-risp,"Open Data RISP, the Spanish Open Data community",,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.59,0
openlinksw-dataspaces,openlinksw dataspaces,,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.06,0
PersonOnto,Ontology of University People,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.04,0
prefix-cc,prefix.cc,,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.59,0
PREJUST4WOMAN_PROJECT,PREJUST4WOMEN Knowledge Graph,https://github.com/khaoulafatima/PJ4W/blob/PREJUST%2B%2B%2B%2B%2B.py/PJ4W_SPARQL_endpoint./PREJUS4W.py,"['https://github.com/PeppeRubini/EVA-KG/blob/main/KG.ttl', 'https://github.com/khaoulafatima/PJ4W/blob/PREJUST%2B%2B%2B%2B%2B.py/AEGIS_Fem%20JSON-LD.owl', 'https://github.com/khaoulafatima/PJ4W/blob/PREJUST%2B%2B%2B%2B%2B.py/AEGIS_Fem%20RDF%20XML.owl', 'https://github.com/Fra3005/PreJust4Womans/blob/main/Commons/final_onto.ttl']",False,1,0.0,1,0.78,1,1,0.8,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.8,0
prospects-and-trends-gnoss,Prospects and Trends (GNOSS),,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.59,0
proyectoapadrina,"Proyecto Apadrina,  Marketing Punto de Venta",,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.59,0
Qualité_de_l'air,Qualité de l'air,,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.06,0
Qualité_de_l'air_dans_le_monde,Qualité de l'air dans le monde,,"['https://mmisw.org/ont/api/v0/ont?format=rdf&iri=https://mmisw.org/ont/~jqueiros/air_quality', 'https://mmisw.org/ont/api/v0/ont?format=ttl&iri=https://mmisw.org/ont/~jqueiros/air_quality', 'https://mmisw.org/ont/api/v0/ont?format=jsonld&iri=https://mmisw.org/ont/~jqueiros/air_quality', 'https://mmisw.org/ont/api/v0/ont?format=nt&iri=https://mmisw.org/ont/~jqueiros/air_quality', 'https://mmisw.org/ont/api/v0/ont?format=n3&iri=https://mmisw.org/ont/~jqueiros/air_quality']",False,1,0.0,1,0.44,0,1,0.57,1.0,1,0.0,1,0.75,1,0,0.0,0,0.25,1,1,1,0.75,2.32,0
racai-llod-rtasc,ROBIN Technical Acquisition Speech Corpus,https://relate.racai.ro/datasets/rtasc/sparql,"['https://www.racai.ro/p/llod/resources/rtasc_v1.zip', 'https://doi.org/10.5281/zenodo.4626540']",False,1,0.0,1,0.67,1,1,0.78,1.0,1,1.0,1,1.0,1,1,0.0,0,0.5,1,1,1,1.0,3.28,1
Rb_PL_LGU,Polish LGU financial statements,http://185.94.71.25:62020/snorql/,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.06,0
rdfohloh,RDFohloh,,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.06,0
red-uno-internacional-santillana,Red Uno Internacional (Santillana),,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.59,0
revyu,Revyu.com - Review Anything,http://revyu.com/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.07,0
rgsdfg,sdafsadf,http://mtimo.de/234,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.06,0
roceeh-road,ROCEEH Out of Africa Database (ROAD),http://www.roceeh.uni-tuebingen.de:3030/road/sparql,[],False,1,0.0,1,0.44,0,1,0.57,1.0,1,1.0,1,1.0,1,0,0.0,1,0.5,1,1,1,0.75,2.82,0
ROSHANI,ontology terrorist attack,,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.06,0
ROSHANI_SAHU,TERRORIST ATTACK ONTOLOGY,,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0.75,2.31,0
Schemantra,Schemantra,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.04,0
SDG,A Knowledge Organization System for the United Nations Sustainable Development Goals,,['https://github.com/UNStats/LOD4Stats/blob/master/sdg-data/sdg-ontology-with-taxonomy.ttl'],False,1,0.0,1,0.56,1,1,0.76,1.0,1,0.0,1,0.75,1,0,0.0,0,0.25,1,1,1,0.75,2.51,0
semanlink,semanlink,,[],False,1,0.0,1,0.44,0,1,0.57,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,0,1,1,0.5,2.32,0
semantictweet,SemanticTweet,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
semanticweb-org,semanticweb.org,,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0.75,2.32,0
seoul-bike-data,seoul-bike-data,http://13.125.246.132/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.07,0
somya_omer,terrorrist ontology,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.04,0
stone-tech-square-data,Stone Tech Square,https://data.stonetechsquare.com/query/,[],False,1,0.0,1,0.33,0,1,0.56,0.5,1,0.0,1,0.62,1,0,0.0,0,0.25,1,1,1,0.75,2.18,0
Swift,Swift Vocabulary,https://alma.uni.lu/sparql,"['https://alma.uni.lu/ontology/swift/5.2/swift.rdf', 'https://alma.uni.lu/ontology/swift/5.2/swift.ttl']",False,1,0.2700507614213198,1,0.67,0,1,0.66,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1.0,3.41,1
tags2con-delicious,tags2con delicious,,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0.75,2.32,0
Terrorist_attack,Ontology,,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.06,0
Terrorist_Attack_1,Terrorist Attack1,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.04,0
test,test,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.04,0
Test,Test,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.04,0
test-svu,test-svu,https://test-svu/sparql,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.06,0
Test_,Test,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.04,0
the-living-lod-cloud,The Living LOD Cloud,,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.59,0
twarql,Twarql,http://twarql.org:8890/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.07,0
typepad,typepad,,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.06,0
universidad-de-cuenca-linkeddata,Universidad de Cuenca - LinkedData,,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.59,0
upper-ontology,Super Ontology,,['http://sonika-malik.github.io/super-ontology/sup_proton.xml'],True,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.59,0
Upper_Ontology,Sup_Ont: An Upper Ontology,https://query.wikidata.org/bigdata/namespace/wdq/sparql?query={SPARQL},[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0.75,2.32,0
Uros_Legija_Susa,Legija Stranaca,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.04,0
utpl-lod,Universidad Técnica Particular de Loja - Linked Open Data,http://data.utpl.edu.ec/utpl/lod/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0.75,2.32,0
varsha,terrorist attack,,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.06,0
Vihar_Exports,Vihar Exports,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.04,0
Vyvasta,Statybu imone - Vyvasta,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.04,0
wikidata,Wikidata,https://query.wikidata.org/sparql,"['https://dumps.wikimedia.org/wikidatawiki/entities/latest-all.ttl.bz2', 'https://dumps.wikimedia.org/wikidatawiki/entities/latest-all.ttl.gz', 'https://dumps.wikimedia.org/wikidatawiki/entities/latest-truthy.nt.bz2', 'https://dumps.wikimedia.org/wikidatawiki/entities/latest-truthy.nt.gz']",False,1,1.0,1,0.67,0,1,0.78,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1.0,3.53,1
woodtrick,Wood Trick LLC,,[],False,1,0.0,1,0.56,1,1,0.76,1.0,1,0.0,1,0.75,1,0,0.0,0,0.25,1,1,1,0.75,2.51,0
wordpress,wordpress,,[],False,1,0.0,1,0.33,0,1,0.56,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,0,1,1,0.5,2.31,0
yovisto,Yovisto - academic video search,http://sparql.yovisto.com/,[],False,1,0.0,1,0.67,0,1,0.61,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.61,0
