KG id,KG name,KG SPARQL endpoint,RDF dump link,Ontology,F1-M Unique and persistent ID,F1-D URIs dereferenceability,F2a-M - Metadata availability via standard primary sources,F2b-M Metadata availability for all the attributes covered in the FAIR score computation,F3-M Data referrable via a DOI,F4-M Metadata registered in a searchable engine,F score,A1-D Working access point(s),A1-M Metadata availability via working primary sources,A1.2 Authentication & HTTPS support,A2-M Registered in search engines,A score,I1-D Standard & open representation format,I1-M Metadata are described with VoID/DCAT predicates,I2 Use of FAIR vocabularies,I3-D Degree of connection,I score,R1.1 Machine- or human-readable license retrievable via any primary source,"R1.2 Publisher information, such as authors, contributors, publishers, and sources",R1.3-D Data organized in a standardized way,R1.3-M Metadata are described with VoID/DCAT predicates,R score,FAIR score
ASCDC_-_CCP_Archive,"Dataset of the Chen Cheng-po’s Paintings and Documents (CCP) in the Taiwan Archive Information System (TAIS- ITH/ASCDC) at the Institute of Taiwan History, Academia Sinica",,[],False,0,0.0,1,0.44,0,1,0.41,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.16
ASCDC_-_DNB,Database of Names and Biographies (DNB),,[],False,0,0.0,1,0.44,0,1,0.41,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.16
athelia-rfid,"Athelia RFID, a global knowledge network of RFID technology",,[],False,0,0.0,1,0.56,0,1,0.43,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.43
AVsOnto,AVsOnto,,[],False,0,0.0,1,0.33,0,1,0.39,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0,0.75,1.89
biblioteca-escolar-digital-cita,Biblioteca Escolar Digital CITA,,[],False,0,0.0,1,0.56,0,1,0.43,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.43
ce4r,CE4R Knowledge Centre Corporate Excellence – Centre for Reputation Leadership,,[],False,0,0.0,1,0.56,0,1,0.43,1.0,1,0.0,1,0.75,1,1,0.0,1,0.75,1,1,1,1,1.0,2.93
dbacademic,dbacademic,http://sparql.dbacademic.tech/ds/sparql,[],False,0,0.0,1,0.44,0,1,0.41,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0,0.75,1.91
dblp-deusto-gnoss,DBLP Research Groups (University of Deusto-GNOSS),,[],False,0,0.0,1,0.56,0,1,0.43,1.0,1,0.0,1,0.75,1,1,0.0,1,0.75,1,1,1,1,1.0,2.93
deustoentrepreneurship,Deusto Entrepreneurship: sharing business knowledge,,[],False,0,0.0,1,0.56,0,1,0.43,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.43
deustotech,DeustoTech (Deusto Institute of Technology),,[],False,0,0.0,1,0.56,0,1,0.43,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.43
didactalia,"Didactalia, índice de recursos educativos para profesores, padres y alumnos (GNOSS)",,[],False,0,0.0,1,0.56,0,1,0.43,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.43
E1,E1 - Nuvem dados,,[],False,0,0.0,1,0.22,0,1,0.37,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0,0.75,1.87
elviajero,El Viajero's tourism dataset,http://webenemasuno.linkeddata.es/sparql,[],False,0,0.0,1,0.56,0,1,0.43,1.0,1,0.0,1,0.75,1,1,0.0,1,0.75,0,1,1,1,0.75,2.68
english-heritage-periods-list,English Heritage Periods List,http://heritagedata.org/live/sparql,[],False,0,0.0,1,0.67,0,1,0.44,1.0,1,1.0,1,1.0,1,0,0.0,1,0.5,1,1,1,0,0.75,2.69
esislearning,Dataset Esis,,['http://www.esisalama.org'],False,0,0.0,1,0.33,0,1,0.39,1.0,1,0.0,1,0.75,1,0,0.0,0,0.25,1,1,1,0,0.75,2.14
famedata,FAMEData,,[],False,0,0.0,1,0.33,0,1,0.39,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0,0.75,1.89
fatimazahra,I4.0-Onto,,[],False,0,0.0,1,0.22,0,1,0.37,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0,0.75,1.87
FHIR_STU3,FHIR STU3,,['http://hl7.org/fhir/STU3/fhir.ttl'],False,0,0.0,1,0.44,0,1,0.41,1.0,1,0.0,1,0.75,1,0,0.0,0,0.25,1,1,1,0,0.75,2.16
file:C:UsersaDesktopurn_webprotege_ontology_c0b8701e-374c-4d5a-bc60-970f0cba1976.owl,Vocabularios de los Códigos de Derecho de la Ciberseguridad en España,,[],False,0,0.0,1,0.22,0,1,0.37,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0,0.75,1.87
flickr-wrappr,flickr? wrappr,,[],False,0,0.0,1,0.33,0,1,0.39,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,1.89
garnicaplywood,Garnica Plywood Catalogue,,[],False,0,0.0,1,0.56,0,1,0.43,1.0,1,0.0,1,0.75,1,1,0.0,1,0.75,1,1,1,1,1.0,2.93
gnoss-com-a-social-and-semantic-platform,"GNOSS.com, a Social and Semantic Platform",,[],False,0,0.0,1,0.56,0,1,0.43,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.43
greekchildrensartmuseum,Greek Children Art  Museum dataset,http://ct-linkdata.aegean.gr/gcam/sparql,"['https://www.childrensartmuseum.gr/LD-project/children_artworks.ttl', 'https://www.childrensartmuseum.gr/LD-project/children_artworks.rdf']",False,1,0.0,1,0.78,1,1,0.8,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.8
green-competitiveness-gnoss,Green Competitiveness (GNOSS),,[],False,0,0.0,1,0.56,0,1,0.43,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.43
http:www.atif-sajjad.comSemster-Project#,Pakistan Stock Market Data,,[],False,0,0.0,1,0.11,0,1,0.35,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,0,1,1,0,0.5,1.6
http:www.fateh_fahad_adeel.comgrandSlam,Grand Slam Knowledge Graph,,[],False,0,0.0,1,0.22,0,1,0.37,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0,0.75,1.87
https:www.childrensartmuseum.grLD-project,Greek Children Art  Museum dataset,,['https://www.childrensartmuseum.gr/LD-project/children_artworks.ttl'],False,1,0.0,1,0.56,1,1,0.76,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.76
https:www.luigiusai.itlinked-dataluigiusai,Writer Luigi Usai,,['https://www.luigiusai.it/linked-data/luigiusai'],False,0,0.0,1,0.33,0,1,0.39,1.0,1,0.0,1,0.75,1,0,0.0,0,0.25,1,1,1,0,0.75,2.14
ichoose,ichoose,http://ichoose.tw.rpi.edu/sparql,[],False,0,0.0,1,0.56,0,1,0.43,1.0,1,0.0,1,0.75,1,1,0.0,1,0.75,0,1,1,1,0.75,2.68
iconology-dataset,The Iconology Dataset,https://projects.dharc.unibo.it/icondataset/sparql,"['https://github.com/SofiBar/IconologyDataset/blob/main/data/icondataset.ttl', 'https://raw.githubusercontent.com/SofiBar/IconologyDataset/main/data/icondataset.ttl']",False,0,0.952,1,0.67,0,1,0.6,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1,1.0,3.35
Imtiaz,MD Imtiaz Ahammad,,[],False,0,0.0,1,0.22,0,1,0.37,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0,0.75,1.87
ineverycrea,"IneveryCREA, la comunidad de la creatividad educativa",,[],False,0,0.0,1,0.56,0,1,0.43,1.0,1,0.0,1,0.75,1,1,0.0,1,0.75,1,1,1,1,1.0,2.93
ineverycrea-argentina,"IneveryCREA Argentina, la comunidad de la creatividad educativa",,[],False,0,0.0,1,0.56,0,1,0.43,1.0,1,0.0,1,0.75,1,1,0.0,1,0.75,1,1,1,1,1.0,2.93
interactivemaps-gnoss,"Interactive Maps, a collection of interactive flash maps (GNOSS)",,[],False,0,0.0,1,0.56,0,1,0.43,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.43
john-goodwins-family-tree,John Goodwin's Family Tree,http://api.talis.com/stores/jgoodwin-genealogy/services/sparql,[],False,0,0.0,1,0.33,0,1,0.39,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,1.89
KG:Course_Submission,EU Soccer League,,[],False,0,0.0,1,0.33,0,1,0.39,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0,0.75,1.89
klappstuhlclub,Klappstuhlclub,,[],False,0,0.0,1,0.22,0,1,0.37,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,1.87
linkedmarkmail,LinkedMarkMail,,[],False,0,0.0,1,0.33,0,1,0.39,0.0,1,0.0,1,0.5,1,1,0.0,1,0.75,0,1,1,1,0.75,2.39
Location_Ontology,Location Ontology,,[],False,0,0.0,1,0.33,0,1,0.39,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0,0.75,1.89
lotico,Lotico,,[],False,0,0.0,1,0.44,0,1,0.41,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,0,1,1,0,0.5,2.16
miguiadeviajes-gnoss,"Mi Guía de Viajes, colección de guías de viaje para viajeros (GNOSS)",,[],False,0,0.0,1,0.56,0,1,0.43,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.43
museosespania-gnoss,"Museos de España, colección de museos públicos y privados españoles (GNOSS)",,[],False,0,0.0,1,0.56,0,1,0.43,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.43
my-experiment,myExperiment,http://rdf.myexperiment.org/sparql/,[],False,0,0.0,1,0.67,0,1,0.44,1.0,1,0.0,1,0.75,1,1,0.0,1,0.75,1,1,1,1,1.0,2.94
my-family-lineage,My Family Lineage,http://futurewavehosting.com:3030/my-family-lineage/sparql,[],False,0,0.0,1,0.67,0,1,0.44,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.44
myopenlink-dataspaces,myopenlink dataspaces,,[],False,0,0.0,1,0.44,0,1,0.41,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,0,1,1,0,0.5,2.16
newborn-photography-maternity-photoshoot-shivani-goyal,Shivani Goyal Photography,,['https://shivanigoyalphotography.com/rdf/'],False,0,0.0,1,0.44,0,1,0.41,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.41
open-data-risp,"Open Data RISP, the Spanish Open Data community",,[],False,0,0.0,1,0.56,0,1,0.43,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.43
openlinksw-dataspaces,openlinksw dataspaces,,[],False,0,0.0,1,0.33,0,1,0.39,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,1.89
PersonOnto,Ontology of University People,,[],False,0,0.0,1,0.22,0,1,0.37,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0,0.75,1.87
prefix-cc,prefix.cc,,[],False,0,0.0,1,0.56,0,1,0.43,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.43
PREJUST4WOMAN_PROJECT,PREJUST4WOMEN Knowledge Graph,https://github.com/khaoulafatima/PJ4W/blob/PREJUST%2B%2B%2B%2B%2B.py/PJ4W_SPARQL_endpoint./PREJUS4W.py,"['https://github.com/PeppeRubini/EVA-KG/blob/main/KG.ttl', 'https://github.com/khaoulafatima/PJ4W/blob/PREJUST%2B%2B%2B%2B%2B.py/AEGIS_Fem%20JSON-LD.owl', 'https://github.com/khaoulafatima/PJ4W/blob/PREJUST%2B%2B%2B%2B%2B.py/AEGIS_Fem%20RDF%20XML.owl', 'https://github.com/Fra3005/PreJust4Womans/blob/main/Commons/final_onto.ttl']",False,1,0.0,1,0.78,1,1,0.8,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.8
prospects-and-trends-gnoss,Prospects and Trends (GNOSS),,[],False,0,0.0,1,0.56,0,1,0.43,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.43
proyectoapadrina,"Proyecto Apadrina,  Marketing Punto de Venta",,[],False,0,0.0,1,0.56,0,1,0.43,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.43
Qualité_de_l'air,Qualité de l'air,,[],False,0,0.0,1,0.33,0,1,0.39,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0,0.75,1.89
Qualité_de_l'air_dans_le_monde,Qualité de l'air dans le monde,,"['https://mmisw.org/ont/api/v0/ont?format=rdf&iri=https://mmisw.org/ont/~jqueiros/air_quality', 'https://mmisw.org/ont/api/v0/ont?format=ttl&iri=https://mmisw.org/ont/~jqueiros/air_quality', 'https://mmisw.org/ont/api/v0/ont?format=jsonld&iri=https://mmisw.org/ont/~jqueiros/air_quality', 'https://mmisw.org/ont/api/v0/ont?format=nt&iri=https://mmisw.org/ont/~jqueiros/air_quality', 'https://mmisw.org/ont/api/v0/ont?format=n3&iri=https://mmisw.org/ont/~jqueiros/air_quality']",False,0,0.0,1,0.44,0,1,0.41,1.0,1,0.0,1,0.75,1,0,0.0,0,0.25,1,1,1,0,0.75,2.16
racai-llod-rtasc,ROBIN Technical Acquisition Speech Corpus,https://relate.racai.ro/datasets/rtasc/sparql,"['https://www.racai.ro/p/llod/resources/rtasc_v1.zip', 'https://doi.org/10.5281/zenodo.4626540']",False,1,0.0,1,0.67,1,1,0.78,1.0,1,1.0,1,1.0,1,1,0.0,0,0.5,1,1,1,1,1.0,3.28
Rb_PL_LGU,Polish LGU financial statements,http://185.94.71.25:62020/snorql/,[],False,0,0.0,1,0.33,0,1,0.39,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0,0.75,1.89
rdfohloh,RDFohloh,,[],False,0,0.0,1,0.33,0,1,0.39,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,1.89
red-uno-internacional-santillana,Red Uno Internacional (Santillana),,[],False,0,0.0,1,0.56,0,1,0.43,1.0,1,0.0,1,0.75,1,1,0.0,1,0.75,1,1,1,1,1.0,2.93
revyu,Revyu.com - Review Anything,http://revyu.com/sparql,[],False,0,0.0,1,0.44,0,1,0.41,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,1.91
rgsdfg,sdafsadf,http://mtimo.de/234,[],False,0,0.0,1,0.33,0,1,0.39,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0,0.75,1.89
roceeh-road,ROCEEH Out of Africa Database (ROAD),http://www.roceeh.uni-tuebingen.de:3030/road/sparql,[],False,0,0.0,1,0.44,0,1,0.41,1.0,1,1.0,1,1.0,1,0,0.0,1,0.5,1,1,1,0,0.75,2.66
ROSHANI,ontology terrorist attack,,[],False,0,0.0,1,0.33,0,1,0.39,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0,0.75,1.89
ROSHANI_SAHU,TERRORIST ATTACK ONTOLOGY,,[],False,0,0.0,1,0.33,0,1,0.39,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.14
Schemantra,Schemantra,,[],False,0,0.0,1,0.22,0,1,0.37,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0,0.75,1.87
SDG,A Knowledge Organization System for the United Nations Sustainable Development Goals,,['https://github.com/UNStats/LOD4Stats/blob/master/sdg-data/sdg-ontology-with-taxonomy.ttl'],False,1,0.0,1,0.56,1,1,0.76,1.0,1,0.0,1,0.75,1,0,0.0,0,0.25,1,1,1,0,0.75,2.51
semanlink,semanlink,,[],False,0,0.0,1,0.44,0,1,0.41,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,0,1,1,0,0.5,2.16
semantictweet,SemanticTweet,,[],False,0,0.0,1,0.22,0,1,0.37,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,1.87
semanticweb-org,semanticweb.org,,[],False,0,0.0,1,0.44,0,1,0.41,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.16
seoul-bike-data,seoul-bike-data,http://13.125.246.132/sparql,[],False,0,0.0,1,0.44,0,1,0.41,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0,0.75,1.91
somya_omer,terrorrist ontology,,[],False,0,0.0,1,0.22,0,1,0.37,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0,0.75,1.87
stone-tech-square-data,Stone Tech Square,https://data.stonetechsquare.com/query/,[],False,0,0.0,1,0.33,0,1,0.39,0.5,1,0.0,1,0.62,1,0,0.0,0,0.25,1,1,1,0,0.75,2.01
Swift,Swift Vocabulary,https://alma.uni.lu/sparql,"['https://alma.uni.lu/ontology/swift/5.2/swift.rdf', 'https://alma.uni.lu/ontology/swift/5.2/swift.ttl']",False,0,0.2700507614213198,1,0.67,0,1,0.49,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1,1.0,3.24
tags2con-delicious,tags2con delicious,,[],False,0,0.0,1,0.44,0,1,0.41,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.16
Terrorist_attack,Ontology,,[],False,0,0.0,1,0.33,0,1,0.39,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0,0.75,1.89
Terrorist_Attack_1,Terrorist Attack1,,[],False,0,0.0,1,0.22,0,1,0.37,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0,0.75,1.87
test,test,,[],False,0,0.0,1,0.22,0,1,0.37,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0,0.75,1.87
Test,Test,,[],False,0,0.0,1,0.22,0,1,0.37,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0,0.75,1.87
test-svu,test-svu,https://test-svu/sparql,[],False,0,0.0,1,0.33,0,1,0.39,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0,0.75,1.89
Test_,Test,,[],False,0,0.0,1,0.22,0,1,0.37,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0,0.75,1.87
the-living-lod-cloud,The Living LOD Cloud,,[],False,0,0.0,1,0.56,0,1,0.43,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.43
twarql,Twarql,http://twarql.org:8890/sparql,[],False,0,0.0,1,0.44,0,1,0.41,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,1.91
typepad,typepad,,[],False,0,0.0,1,0.33,0,1,0.39,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,1.89
universidad-de-cuenca-linkeddata,Universidad de Cuenca - LinkedData,,[],False,0,0.0,1,0.56,0,1,0.43,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.43
upper-ontology,Super Ontology,,['http://sonika-malik.github.io/super-ontology/sup_proton.xml'],True,0,0.0,1,0.56,0,1,0.43,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.43
Upper_Ontology,Sup_Ont: An Upper Ontology,https://query.wikidata.org/bigdata/namespace/wdq/sparql?query={SPARQL},[],False,0,0.0,1,0.44,0,1,0.41,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.16
Uros_Legija_Susa,Legija Stranaca,,[],False,0,0.0,1,0.22,0,1,0.37,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0,0.75,1.87
utpl-lod,Universidad Técnica Particular de Loja - Linked Open Data,http://data.utpl.edu.ec/utpl/lod/sparql,[],False,0,0.0,1,0.44,0,1,0.41,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.16
varsha,terrorist attack,,[],False,0,0.0,1,0.33,0,1,0.39,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0,0.75,1.89
Vihar_Exports,Vihar Exports,,[],False,0,0.0,1,0.22,0,1,0.37,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0,0.75,1.87
Vyvasta,Statybu imone - Vyvasta,,[],False,0,0.0,1,0.22,0,1,0.37,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0,0.75,1.87
wikidata,Wikidata,https://query.wikidata.org/sparql,"['https://dumps.wikimedia.org/wikidatawiki/entities/latest-all.ttl.bz2', 'https://dumps.wikimedia.org/wikidatawiki/entities/latest-all.ttl.gz', 'https://dumps.wikimedia.org/wikidatawiki/entities/latest-truthy.nt.bz2', 'https://dumps.wikimedia.org/wikidatawiki/entities/latest-truthy.nt.gz']",False,0,1.0,1,0.67,0,1,0.61,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1,1.0,3.36
woodtrick,Wood Trick LLC,,[],False,1,0.0,1,0.56,1,1,0.76,1.0,1,0.0,1,0.75,1,0,0.0,0,0.25,1,1,1,0,0.75,2.51
wordpress,wordpress,,[],False,0,0.0,1,0.33,0,1,0.39,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,0,1,1,0,0.5,2.14
yovisto,Yovisto - academic video search,http://sparql.yovisto.com/,[],False,0,0.0,1,0.67,0,1,0.44,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.44
