KG id,KG name,KG SPARQL endpoint,RDF dump link,Ontology,F1-M Unique and persistent ID,F1-D URIs dereferenceability,F2a-M - Metadata availability via standard primary sources,F2b-M Metadata availability for all the attributes covered in the FAIR score computation,F3-M Data referrable via a DOI,F4-M Metadata registered in a searchable engine,F score,A1-D Working access point(s),A1-M Metadata availability via working primary sources,A1.2 Authentication & HTTPS support,A2-M Registered in search engines,A score,I1-D Standard & open representation format,I1-M Metadata are described with VoID/DCAT predicates,I2 Use of FAIR vocabularies,I3-D Degree of connection,I score,R1.1 Machine- or human-readable license retrievable via any primary source,"R1.2 Publisher information, such as authors, contributors, publishers, and sources",R1.3-D Data organized in a standardized way,R score,FAIR score,R1.3-M Metadata are described with VoID/DCAT predicates
dbpedia-fr,DBpedia in French,http://fr.dbpedia.org/sparql,"['http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_generic_article-templates_2022.03.01_article-templates_lang=fr_nested.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_wikidata_mappingbased-literals_corrected_11_14_2022000001.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_wikidata_ontology-subclassof_corrected_11_14_2022000001.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_generic_categories_2022.03.01_categories_lang=fr_articles.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_wikidata_mappingbased-objects-uncleaned_corrected_11_14_2022000001.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_mappings_mappingbased-objects_2022.03.01_mappingbased-objects_lang=fr_disjointRange.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_generic_page_2022.03.01_page_lang=fr_ids.ttl.bz2', 'http://fr.dbpedia.org/dumps/', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_generic_infobox-property-definitions_2022.03.01_infobox-property-definitions_lang=fr.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_generic_page_2022.03.01_page_lang=fr_length.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_mappings_geo-coordinates-mappingbased_2022.03.01_geo-coordinates-mappingbased_lang=fr.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_mappings_mappingbased-objects-uncleaned_2022.03.01_mappingbased-objects-uncleaned_lang=fr.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_generic_categories_2022.03.01_categories_lang=fr_labels.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_generic_external-links_2022.03.01_external-links_lang=fr.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_wikidata_geo-coordinates_corrected_11_14_2022000001.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_generic_categories_2022.03.01_categories_lang=fr_skos.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_wikidata_instance-types_corrected_11_14_2022000001.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_generic_article-templates_2022.03.01_article-templates_lang=fr.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_wikidata_sameas-all-wikis_corrected_11_14_2022000001.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_generic_commons-sameas-links_2022.03.01_commons-sameas-links_lang=fr.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_generic_disambiguations_2022.03.01_disambiguations_lang=fr.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_generic_homepages_2022.03.01_homepages_lang=fr.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_generic_topical-concepts_2022.03.01_topical-concepts_lang=fr.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_text_long-abstracts_2022.03.01_long-abstracts_lang=fr.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_generic_images_2022.03.01_images_lang=fr.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_generic_redirects_2022.03.01_redirects_lang=fr_transitive.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_generic_wikilinks_2022.03.01_wikilinks_lang=fr.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_mappings_instance-types_2022.03.01_instance-types_lang=fr_transitive.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_mappings_mappingbased-objects_2022.03.01_mappingbased-objects_lang=fr_disjointDomain.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_text_short-abstracts_2022.03.01_short-abstracts_lang=fr.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_generic_infobox-properties_2022.03.01_infobox-properties_lang=fr.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_generic_revisions_2022.03.01_revisions_lang=fr_ids.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_generic_wikipedia-links_2022.03.01_wikipedia-links_lang=fr.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_mappings_mappingbased-literals_2022.03.01_mappingbased-literals_lang=fr.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_generic_interlanguage-links_2022.03.01_interlanguage-links_lang=fr.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_generic_redirects_2022.03.01_redirects_lang=fr.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_mappings_instance-types_2022.03.01_instance-types_lang=fr_specific.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_mappings_mappingbased-objects_2022.03.01_mappingbased-objects_lang=fr.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_generic_labels_corrected_11_14_2022000001.ttl.gz', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_generic_revisions_2022.03.01_revisions_lang=fr_uris.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_mappings_specific-mappingbased-properties_2022.03.01_specific-mappingbased-properties_lang=fr.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_wikidata_sameas-external_corrected_11_14_2022000001.ttl.bz2']",False,1,0.6616,1,0.78,0,1,0.74,1.0,1,1.0,1,1.0,1,1,0.75,1,0.94,1,1,1,1.0,3.68,1
dbpedia-ja,DBpedia in Japanese,http://ja.dbpedia.org/sparql,[],False,1,0.1,1,0.78,0,1,0.65,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1.0,3.4,1
dbpedia-lite,dbpedia lite,,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0.75,2.31,0
dbpedia-nl,DBpedia in Dutch,http://nl.dbpedia.org/sparql,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0.75,2.34,0
dbpedia-pt,DBpedia in Portuguese,http://pt.dbpedia.org/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.07,0
desaparecidos,Projeto Desaparecidos,http://desaparecidos.ice.ufjf.br/index.php/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.07,0
dnb-gemeinsame-normdatei,Gemeinsame Normdatei (GND),,"['https://data.dnb.de/opendata/authorities-gnd_lds.nt.gz', 'https://data.dnb.de/opendata/authorities-gnd_lds.hdt.gz']",False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.59,0
educationalprograms_sisvu,Educational programs - SISVU,http://kent.zpr.fer.hr:8080/educationalProgram/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.07,0
enipedia,Enipedia - Energy Industry Data,http://enipedia.tudelft.nl/sparql,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0.75,2.34,0
enslaved.org,Enslaved.org,,['https://manta.matrix.msu.edu/msumatrix/public/exports/wikibase/2bde7b5b/latest.wikibase.dump.rdf.gz'],False,1,0.0,1,0.44,0,1,0.57,1.0,1,0.0,1,0.75,1,0,0.0,0,0.25,1,1,1,0.75,2.32,0
ESV,The European Science Vocabulary (EuroSciVoc),,['https://op.europa.eu/en/web/eu-vocabularies/dataset/-/resource?uri=http://publications.europa.eu/resource/dataset/euroscivoc'],False,1,0.0,1,0.33,0,1,0.56,1.0,1,0.0,1,0.75,1,0,0.0,0,0.25,1,1,1,0.75,2.31,0
europeana-sparql,Europeana SPARQL,http://europeana.ontotext.com/sparql,[],False,1,0.0,1,0.89,0,1,0.65,1.0,1,0.0,1,0.75,1,1,0.79,1,0.95,1,1,1,1.0,3.35,1
Face_Link,Face Link,,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0.75,2.31,0
Generalized_Super_Ontology,Super Ontology,https://query.wikidata.org/bigdata/namespace/wdq/sparql?query={SPARQL},[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.06,0
global-hunger-index-2011,Global Hunger Index (2011),,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.59,0
God_,1121,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.04,0
hongse,gseg,,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.06,0
http:cultural-opposition.eu,COURAGE Dataset,http://courage.btk.mta.hu:3030/,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.07,0
http:guava.iis.sinica.edu.twr4r,Relations for Reusing (R4R) Ontology,,[],True,1,0.0,1,0.33,0,1,0.56,1.0,1,0.0,1,0.75,1,0,0.0,0,0.25,0,1,1,0.5,2.06,0
http:www.semanticweb.orgambrishontologies202010untitled-ontology-24,Covid19 Impact on Banking ontology (Covid19-IBO),,['https://github.com/ArchanaPatel92/IBO-Covid19/blob/main/IBO-Covid19Extended.owl'],False,1,0.0,1,0.33,0,1,0.56,1.0,1,0.0,1,0.75,1,0,0.0,0,0.25,1,1,1,0.75,2.31,0
http:www.semanticweb.orgarchanaontologies20215untitled-ontology-6,Covid19 Impact on Banking ontology (Covid19-IBO 1.5),,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.04,0
https:raw.githubusercontent.comGVogelerbookkeepingmasterbookkeeping.ttl,Bookkeeping,https://raw.githubusercontent.com/GVogeler/bookkeeping/master/bookkeeping.ttl,['https://raw.githubusercontent.com/GVogeler/bookkeeping/master/bookkeeping.ttl'],False,1,0.0,1,0.44,0,1,0.57,1.0,1,0.0,1,0.75,1,0,0.0,0,0.25,1,1,1,0.75,2.32,0
imagery_bailingniao,imagery bailingniao,,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.06,0
imagesnippets,Imagesnippets Image Descriptions,http://www.imagesnippets.com/sparql/images,[],False,1,0.8,1,0.67,0,1,0.74,1.0,1,1.0,1,1.0,1,0,0.0,1,0.5,0,1,1,0.5,2.74,0
iserve,iServe: Linked Services Registry,http://iserve.kmi.open.ac.uk/iserve/sparql,[],False,1,0.0,1,0.78,0,1,0.63,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.63,0
KnowledgeFusion,Knowledge Forest,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.04,0
lak-dataset,Learning Analytics and Knowledge (LAK) Dataset,http://data.linkededucation.org/request/lak-conference/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.07,0
LEGIJA_STRANACA,U ime Legije,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.04,0
linked-open-numbers,Linked Open Numbers,,[],False,1,0.0,1,0.33,0,1,0.56,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,0,1,1,0.5,2.31,0
linked-open-vocabularies-lov,Linked Open Vocabularies (LOV),http://lov.okfn.org/endpoint/lov,[],False,1,0.0,1,0.67,0,1,0.61,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.61,0
linklion,LinkLion - A Link Repository for the Web of Data,http://www.linklion.org:8890/sparql,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0.75,2.34,0
manish,engineering equipment ontology,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.04,0
meducator,mEducator: Linked Educational Resources,http://meducator.open.ac.uk/resourcesrestapi/rest/meducator/sparql,[],False,1,0.0,1,0.67,0,1,0.61,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.61,0
muninn-world-war-i,Muninn World War I,http://rdf.muninn-project.org/sparql,['http://rdf.muninn-project.org/Downloads/muninn-triples-latest.n3.gz'],False,1,0.0,1,0.89,0,1,0.65,1.0,1,1.0,1,1.0,1,1,0.42,1,0.86,1,1,1,1.0,3.51,1
museums-in-italy,Italian Museums,http://sparql.linkedopendata.it/musei,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0.75,2.34,0
NITP,NIT Patna,,"['https://raw.githubusercontent.com/Rupali0311/RDF/main/nitpInfo-xlsx.ttl', 'https://raw.githubusercontent.com/Rupali0311/RDF/main/professors.ttl']",False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.59,0
nobelprizes,Nobel Prizes,http://data.nobelprize.org/sparql,[],False,1,0.0,1,0.78,0,1,0.63,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.63,0
nom,Nomenclature for Museum Cataloging,https://nomenclature.info/sparql,"['https://nomenclature.info/dataset/datadump.jsonld', 'https://nomenclature.info/dataset/datadump.ttl', 'https://nomenclature.info/dataset/datadump.rdf', 'https://page.nomenclature.info/api/excel/nomenclature-sortEn.csv']",False,1,0.0,1,0.67,0,1,0.61,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.61,0
